"保存フラグ","商品・役務名","類似群コード"
"35","壁掛け及び敷物の小売又は卸売の業務において行われる顧客に対する便益の提供","20C01,35K99"
"35","編みひも・真田ひも・のり付けひも・よりひも・綱類の小売の業務において行われる顧客に対する便益の提供","18A01,35K99"
"35","便座カバーの小売又は卸売の業務において行われる顧客に対する便益の提供","19B56,35K99"
"35","便座の小売又は卸売の業務において行われる顧客に対する便益の提供","19B56,35K99"
"35","保育施設の提供に係る事業に関する情報の提供","35B01"
"35","保育施設の提供に係る事業の管理又は運営","35B01"
"35","保育所・託児所又は幼稚園のフランチャイジーの経営の指導","35B01"
"35","保育所・託児所又は幼稚園の経営の代行","35B01"
"35","補綴充てん用材料（歯科用のものを除く。）の小売又は卸売の業務において行われる顧客に対する便益の提供","01C03,35K10"
"35","墓石・墓標・墓碑用銘板の小売又は卸売の業務において行われる顧客に対する便益の提供","20F01,35K07"
"35","包装紙の小売又は卸売の業務において行われる顧客に対する便益の提供","18C04,25A01,25B01,35K13,35K99"
"35","包装用機械器具の小売の業務において行われる顧客に対する便益の提供","09A65,35K99"
"35","包丁の小売又は卸売の業務において行われる顧客に対する便益の提供","13A01,35K09"
"35","宝玉及びその模造品の小売の業務において行われる顧客に対する便益の提供","21D01,35K20"
"35","防音用耳栓の小売又は卸売の業務において行われる顧客に対する便益の提供","01C04,35K10"
"35","防犯・防災用監視カメラの小売又は卸売の業務において行われる顧客に対する便益の提供","11B01,35K08"
"35","魔法哺乳器の小売又は卸売の業務において行われる顧客に対する便益の提供","01C01,35K10"
"35","味噌汁の小売又は卸売の業務において行われる顧客に対する便益の提供","32F10,35K03"
"35","民泊経営者の支援","35B01"
"35","無人航空機（ＵＡＶ）の小売又は卸売の業務において行われる顧客に対する便益の提供","12A02,35K99"
"35","名刺入れの小売又は卸売の業務において行われる顧客に対する便益の提供","21C01,35K02"
"35","木靴・スリッパ・ブーツ・短靴・その他の履物の小売又は卸売の業務において行われる顧客に対する便益の提供","22A01,22A03,35K02"
"35","木製・ろう製・石膏製又はプラスチック製の置物の小売又は卸売の業務において行われる顧客に対する便益の提供","20C01,20C50,35K99"
"35","木製の包装用容器（「コルク製栓・木製栓・木製ふた」を除く。）の小売又は卸売の業務において行われる顧客に対する便益の提供","18C03,35K99"
"35","野菜及び果実の小売り又は卸売の業務において行われる顧客に対する便益の提供","32D01,32E01,35K03"
"35","薬剤及び医療補助品並びに化粧品・歯磨き及びせっけん類の小売又は卸売の業務において行われる顧客に対する便益の提供","01B01,01B02,01C01,01C02,01C03,01C04,04A01,04B01,04C01,35K10"
"35","輸出入に関する事務の代理又は代行に関する相談・指導・助言・コンサルティング又は情報の提供","35F01"
"35","輸出入に関する事務の代理又は代行及びこれらに関する情報の提供","35F01"
"35","郵便切手のはり付けチェック装置の小売又は卸売の業務において行われる顧客に対する便益の提供","09D01,35K99"
"35","幼児用歩行器の小売又は卸売の業務において行われる顧客に対する便益の提供","24A01,35K14"
"35","洋服ブラシの小売の業務において行われる顧客に対する便益の提供","19B37,35K99"
"35","利用者に対してネットワークシステムを介して提供するために氏名住所等の名刺情報の文章データや顔写真等の画像データを記録したファイルのコンピュータによる管理","35G03"
"35","冷凍野菜の小売又は卸売の業務において行われる顧客に対する便益の提供","32D01,35K03"
"35","録画済ＤＶＤの小売又は卸売の業務において行われる顧客に対する便益の提供","24E02,26D01,35K15,35K99"
"35","録画又は録音済みの記憶媒体の小売又は卸売の業務において行われる顧客に対する便益の提供","24E02,26D01,35K15,35K99"
"35","哺乳用具の小売又は卸売の業務において行われる顧客に対する便益の提供","01C01,35K10"
"36","ＩＣカード方式による電子マネー利用者に代わってする支払代金の清算","36A01"
"36","インターネットサイトの利用者に代わってする支払代金の決済","36A01"
"36","インターネット又は移動体電話による通信若しくはその他の通信手段を利用した支払代金の決済及びこれに関する情報の提供","36A01"
"36","インテリア及びエクステリア用商品の調達のための資金の貸付けに関する助言及びコンサルティング並びにこれらに関する情報の提供","36A01"
"36","オンラインによる電子商取引に関する債務の保証","36A01"
"36","キャッシュカードの発行の代行","36A01"
"36","クレジットカード・デビットカード・電子マネーの利用者に代わってする支払代金の清算","36A01"
"36","クレジットカード・デビットカード・電子マネーの利用者に代わってする支払代金の清算及び決済","36A01"
"36","クレジットカード・デビットカードの発行会社に代わってする会員の募集及び会員の管理","36A01"
"36","クレジットカード・デビットカードの利用者に代わってする支払代金の清算","36A01"
"36","クレジットカード・デビットカード利用者に代わってする支払代金の決済及びこれに関する情報の提供","36A01"
"36","クレジットカード・デビットカード利用者に代わってする支払代金の清算","36A01"
"36","クレジットカードの会員の募集及び会員管理","36A01"
"36","クレジットカードの発行に関する情報の提供","36A01"
"36","クレジットカードの発行の取次ぎに関する情報の提供","36A01"
"36","クレジットカードの発行の取次ぎ並びにこれらに関する情報の提供","36A01"
"36","クレジットカードの発行の取次ぎ又は斡旋","36A01"
"36","クレジットカードの発行者に代わってする支払代金の清算","36A01"
"36","クレジットカードの発行者に代わって行う会員の募集及びその管理","36A01"
"36","クレジットカードの利用に関する情報の提供","36A01"
"36","クレジットカード会員のクレジットカード利用に際しての信用の保証","36A01"
"36","クレジットカード会員契約の締結の媒介","36A01"
"36","クレジットカード決済に関する事務の代理又は代行","36A01"
"36","クレジットカード発行の取次ぎ","36A01"
"36","クレジットカード発行会社に代わって行う会員及び加盟店の募集・管理","36A01"
"36","クレジットカード利用金額に関する情報の提供","36A01"
"36","クレジットカード利用金額又は電子マネー利用金額に関する情報の提供","36A01"
"36","クレジットカード利用者・デビッドカード利用者・電子マネー利用者に代わってする支払い代金の決済","36A01"
"36","クレジットカード利用者に代わってする支払代金の決済","36A01"
"36","クレジットカード利用者又は割賦販売利用者に代わってする支払代金の清算及び決済並びにこれらに関する情報の提供","36A01"
"36","クレジットカ－ド・デビットカード利用者に代わってする支払代金の清算","36A01"
"36","クレジットカ－ド・デビットカード利用者に代わってする支払代金の清算及びこれに関する情報の提供","36A01"
"36","デビットカード利用者に代わってする支払代金の清算","36A01"
"36","ローン販売の債務の保証並びにこれらに関するコンサルティング及び情報の提供","36A01"
"36","ローン販売の資金の貸付け並びにこれらに関するコンサルティング及び情報の提供","36A01"
"36","移動体電話又は電子計算機端末を用いた通信による預金の残高照会の代行","36A01"
"36","遺言信託の引受け","36A01"
"36","円建銀行引受手形の売買並びに売買の媒介・取次ぎ及び代理","36A01"
"36","外国為替オプション取引","36A01"
"36","外国為替取引及びこれに関する情報の提供","36A01"
"36","外国為替取引並びにこれらに関する情報の提供","36A01"
"36","外国為替取引又はこれに関する情報の提供","36A01"
"36","外国為替証拠金取引に関する情報の提供","36A01"
"36","割賦購入あっせん並びにこれらに関する情報の提供","36A01"
"36","割賦購入のあっせん","36A01"
"36","割賦販売利用者に代わってする支払い代金の清算","36A01"
"36","金銭・有価証券・金銭債権・動産・土地若しくはその定着物又は地上権若しくは土地の賃借権の信託の引受け及びこれに関する情報の提供","36A01"
"36","金銭・有価証券・金銭債権・動産・土地若しくはその定着物又は地上権若しくは土地の賃借権の信託の引受け並びにこれらに関する情報の提供","36A01"
"36","金銭・有価証券・金銭債権・動産・土地若しくはその定著物又は地上権若しくは土地の賃借権の信託の引受け","36A01"
"36","金銭債権の取得および譲渡","36A01"
"36","金銭債権の取得及び譲渡及びこれらに関する情報の提供","36A01"
"36","金銭債権の取得及び譲渡並びにこれらに関する情報の提供","36A01"
"36","金銭信託・遺言信託その他の信託の引受","36A01"
"36","金融先物取引の受託及びこれに関する情報の提供","36A01"
"36","金融先物取引の受託並びにこれらに関する情報の提供","36A01"
"36","金融先物取引の受託並びに委託の媒介・取次ぎ及び代理の引受","36A01"
"36","金利・通貨スワップ取引及び為替金利リスクに関する財務管理","36A01"
"36","建物の所有者に対する滞納家賃の支払い保証","36A01"
"36","建物及び土地の所有者に対する滞納家賃の支払い保証","36A01"
"36","建物及び土地の所有者に対する滞納家賃の支払い保証に関する情報の提供","36A01"
"36","口座取引きに係る取引項目ごとの明細内容の提供","36A01"
"36","国・地方公共団体・会社等の金銭の収納その他金銭に関する事務の取扱","36A01"
"36","債券の募集の受託及びこれに関する情報の提供","36A01"
"36","債券の募集の受託並びにこれらに関する情報の提供","36A01"
"36","債務の保証及び手形の引受け及びこれらに関する情報の提供","36A01"
"36","債務の保証及び手形の引受け並びにこれらに関する情報の提供","36A01"
"36","残高照会に関する情報の提供","36A01"
"36","支払代金の決済","36A01"
"36","支払代金の電子決済の代行に関する相談・助言","36A01"
"36","紙幣・硬貨の金種別整理","36A01"
"36","資金の借入れについての相談及び助言","36A01"
"36","資金の貸付けに関する情報の提供","36A01"
"36","資金の貸付けの媒介","36A01"
"36","資金の貸付け及び手形の割引及びこれらに関する情報の提供","36A01"
"36","資金の貸付け及び手形の割引並びにこれらに関する情報の提供","36A01"
"36","資金の貸付け又はこれに関する情報の提供","36A01"
"36","資金の貸付に関する助言及びコンサルティング並びにこれらに関する情報の提供","36A01"
"36","資金計画の助言","36A01"
"36","自動引き落としの明細に関する情報の提供","36A01"
"36","住宅の建築又はリフォーム工事用の資金の貸付けに関する助言及びコンサルティング並びにこれらに関する情報の提供","36A01"
"36","住宅ローンの債務の保証並びにこれらに関するコンサルティング及び情報の提供","36A01"
"36","住宅ローンの資金の貸付け並びにこれらに関するコンサルティング及び情報の提供","36A01"
"36","譲渡性預金及び円建銀行引受手形の売買・売買の媒介・取次ぎ及び代理","36A01"
"36","信用購入あっせん及びこれに関する情報の提供","36A01"
"36","信用購入あっせん並びにこれらに関する情報の提供","36A01"
"36","信用購入のあっせん","36A01"
"36","信用状に関する業務及びこれに関する情報の提供","36A01"
"36","信用状に関する業務並びにこれらに関する情報の提供","36A01"
"36","送金事務の取り扱い","36A01"
"36","送金事務の取扱い及び電子マネー利用者に代わってする支払代金の決済並びに料金の支払いの代行","36A01"
"36","貸付融資","36A01"
"36","担保附社債の信託の引受け","36A01"
"36","通信による為替取引","36A01"
"36","通信による振込・振替の提供","36A01"
"36","抵当証券に関する債務の保証","36A01"
"36","電子マネーの発行","36A01"
"36","電子マネーの発行に関する情報の提供","36A01"
"36","電子マネーの発行の取り次ぎ","36A01"
"36","電子マネーの利用額及びその他の電子マネーの利用に関する情報の提供","36A01"
"36","電子マネー利用者が保持するカードに電子マネーを入金する手続き","36A01"
"36","電子マネー利用者に代わってする支払代金の決済及びこれに関する情報の提供","36A01"
"36","電子マネー利用者に代わってする支払代金の清算","36A01"
"36","電子仮想通貨の送金事務の取扱い","36A01"
"36","電子仮想通貨の売買又は他の電子仮想通貨との交換又は電子仮想通貨の売買又は他の電子仮想通貨との交換の媒介・取次ぎ・代理に関して利用者の金銭又は仮想通貨の管理","36A01"
"36","電子仮想通貨の利用者に代わってする支払代金の清算及び決済","36A01"
"36","電子仮想通貨を利用した為替取引又は先物取引の媒介又は取次ぎ","36A01"
"36","電子商取引における決済代行","36A01"
"36","電子商取引における取引上の決済状況に関する情報の提供","36A01"
"36","電子商取引における買手企業の代金を立て替えたりする与信","36A01"
"36","電子通信ネットワークを通じた金融の利用者に代わってする支払代金の清算及び決済","36A01"
"36","電話・ファクシミリ・インターネットによる取引明細の内容照会の代行","36A01"
"36","電話・ファクシミリ・インターネットによる振込・振替","36A01"
"36","電話・ファクシミリ・インターネットによる預金の残高照会の代行","36A01"
"36","土地若しくはその定著物又は地上権若しくは土地の賃借権の信託の引受けの代理又は媒介並びにこれらに関する情報の提供","36A01"
"36","内国為替取引及びこれに関する情報の提供","36A01"
"36","内国為替取引並びにこれらに関する情報の提供","36A01"
"36","保護預り公共債を担保とする資金の貸付け","36A01"
"36","有価証券・貴金属その他の物品の保護預かり及びこれらに関する情報の提供","36A01"
"36","有価証券・貴金属その他の物品の保護預かり並びにこれらに関する情報の提供","36A01"
"36","有価証券の貸付け及びこれに関する情報の提供","36A01"
"36","有価証券の貸付け並びにこれらに関する情報の提供","36A01"
"36","預金の受入れ（債券の発行により代える場合を含む）及び定期積金の受入れ","36A01"
"36","預金の受入れ（債券の発行により代える場合を含む。）及び定期積金の受け入れ","36A01"
"36","預金の受入れ（債券の発行により代える場合を含む。）及び定期積金の受入れに関する情報の提供","36A01"
"36","預金の受入れ（債券の発行により代える場合を含む。）及び定期積金の受入れ及びこれらに関する情報の提供","36A01"
"36","預金の受入れ（債券の発行により代える場合を含む。）及び定期積金の受入れ並びにこれらに関する情報の提供","36A01"
"36","預金の受入れ（債権の発行により代える場合を含む。）及び定期積金の受入れ","36A01"
"36","預金口座に関する情報の提供","36A01"
"36","旅行者用小切手の発行及び取次ぎ","36A01"
"36","旅行者用小切手の発行及び買取り","36A01"
"36","両替（電子仮想通貨に関するものを含む。）","36A01"
"36","両替及びこれに関する情報の提供","36A01"
"36","両替並びにこれらに関する情報の提供","36A01"
"36","インターネットを介して行う事業プロジェクトの資金調達を目的とする出資・融資の募集・仲介・取次ぎ（クラウドファンディングサービス）","36A01,36B01"
"36","インテリア及びエクステリア用商品の調達資金に関する金融情報の提供","36A01,36B01"
"36","ジョイントベンチャー及び事業の取得と合併に関する資金の調達及び調達先の選定並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","会社型投資信託に係る運用資産の収益分配金の支払い並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","会社型投資信託の運用並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","会社型投資信託の投資証券の発行並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","海外において発行された譲渡性預金証書及びコマーシャル・ペーパーの売買並びに売買の媒介・取次ぎ及び代理","36A01,36B01"
"36","企業の金融資産の管理・運用に関するコンサルティング・診断・助言及び指導","36A01,36B01"
"36","金銭信託・その他の投資信託に関する情報の提供","36A01,36B01"
"36","金融に関する調査・分析又は予想","36A01,36B01"
"36","金融資産の運用・管理","36A01,36B01"
"36","金融資産の運用・管理の委託","36A01,36B01"
"36","金融資産の運用及び管理","36A01,36B01"
"36","金融資産の管理・運用に関する診断・助言及び指導","36A01,36B01"
"36","金融資産の形成・運用・管理に関するコンサルティング及び情報の提供","36A01,36B01"
"36","金融資産の形成・運用・管理に関する助言・指導及び情報提供","36A01,36B01"
"36","金融資産の形成・運用・管理に関する助言及び指導並びに情報の提供","36A01,36B01"
"36","金融資産の形成・運用に関するコンサルティング及び情報の提供","36A01,36B01"
"36","金融資産運用管理並びにこれに関する助言及び情報の提供","36A01,36B01"
"36","契約型投資信託に係る運用資産の収益分配金の支払い並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","契約型投資信託の運用並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","公社債の払込金の受入れ及び公社債の元利金支払の代理","36A01,36B01"
"36","工業所有権・著作権等の知的所有権に関する財産的価値の評価","36A01,36B01"
"36","工業所有権・著作権等の知的所有権の財産的価値の評価に関する助言・指導又は情報の提供","36A01,36B01"
"36","国内で発行されるコマーシャル・ペーパーの発行に係る代理事務","36A01,36B01"
"36","債券市況に関する情報の提供","36A01,36B01"
"36","財産の整理又は清算の代理","36A01,36B01"
"36","資金の調達","36A01,36B01"
"36","資金の調達並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","資金調達","36A01,36B01"
"36","資金調達に関する情報の提供","36A01,36B01"
"36","事業プロジェクトの資金調達を目的とする出資・融資の募集・仲介・取次ぎ","36A01,36B01"
"36","事業プロジェクト資金調達の企画・指導・助言","36A01,36B01"
"36","住宅の建築又はリフォーム資金に関する金融情報の提供","36A01,36B01"
"36","証券・金融市場に関する情報の提供","36A01,36B01"
"36","証券投資信託・不動産投資信託に係る信託財産の運用指図","36A01,36B01"
"36","証券投資信託・不動産投資信託に係る信託財産の収益分配金・償還金及び解約金の支払い","36A01,36B01"
"36","証券投資信託に係る受益証券の募集・売出し並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","証券投資信託に係る信託財産の運用指図","36A01,36B01"
"36","証券投資信託に係る信託財産の運用指図並びにこれらに関する情報の提供","36A01,36B01"
"36","証券投資信託に係る信託財産の収益分配金・償還金及び解約金の支払い","36A01,36B01"
"36","証券投資信託に係る信託財産の収益分配金及び償還金の支払い並びにこれらに関する情報の提供","36A01,36B01"
"36","証券投資信託受益証券の収益金・償還金及び一部解約金支払の代理","36A01,36B01"
"36","証券投資信託受益証券の発行・募集・売出し","36A01,36B01"
"36","信託財産の収益分配金・償還金の支払い","36A01,36B01"
"36","知的財産資産の財務評価に関する助言・指導又は情報の提供","36A01,36B01"
"36","中長期的資金計画にかかる将来の金融収支・資産及び負債の推移に関する情報の提供","36A01,36B01"
"36","通信による金融情報の提供","36A01,36B01"
"36","電子計算機端末による通信を用いて行う為替取引等の金融情報の提供その他の金融情報の提供","36A01,36B01"
"36","投資事業組合の設立による投資事業組合財産の運用及び管理","36A01,36B01"
"36","投資信託の引受け","36A01,36B01"
"36","投資信託の運用報告書の作成","36A01,36B01"
"36","投資信託の募集・売出し・取次ぎ・運用","36A01,36B01"
"36","投資信託の募集・売出し・取次ぎ・運用及びこれに関するコンサルティング","36A01,36B01"
"36","不動産投資信託に関する管理・運用並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","不動産投資信託に係る運用資産の収益分配金の支払い並びにこれらに関する情報の提供","36A01,36B01"
"36","不動産投資信託に係る投資証券の発行・募集及び売出し並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","不動産投資信託の引受け並びにこれらに関するコンサルティング及び情報の提供","36A01,36B01"
"36","投資口座の募集","36A01,36B01,36B02"
"36","有価証券・金融先物取引・証券先物取引・商品先物取引に係る投資と運用に関する助言・情報提供","36A01,36B01,36B02"
"36","有価証券とみなされる権利についての売買・市場デリバティブ取引又は外国市場デリバティブ取引の媒介・取次ぎ又は代理","36A01,36B01,36B02"
"36","確定拠出年金における運用の方法の選定及び加入者等に対する提示","36A01,36B01,36C01"
"36","確定拠出年金における運用の方法の選定及び加入者等に対する提示並びにこれらに関する情報の提供","36A01,36B01,36C01"
"36","確定拠出年金に関する運営管理の受託についての情報提供","36A01,36B01,36C01"
"36","確定拠出年金に関する運営管理の受託及びこれに関する情報の提供","36A01,36B01,36C01"
"36","確定拠出年金に関する運用管理の受託についての情報の提供","36A01,36B01,36C01"
"36","確定拠出年金に関する資産管理契約の引受けについての情報の提供","36A01,36B01,36C01"
"36","確定拠出年金に関する資産管理契約の引受け及びこれに関する情報の提供","36A01,36B01,36C01"
"36","確定拠出年金加入者等への運用の方法に関する情報の提供","36A01,36B01,36C01"
"36","保険・私的年金・資産運用及び管理に関する相談・指導・助言及び情報の提供","36A01,36B01,36C01,36D01"
"36","金融又は財務に関する評価並びにこれらに関する情報の提供","36A01,36B01,36C01,36D01,36H01"
"36","金融又は財務及び保険に関する助言及び情報の提供","36A01,36B01,36C01,36D01,36H01"
"36","保険・金融・土地又は建物に関する財務の評価並びにこれらに関する情報の提供","36A01,36B01,36C01,36D01,36H01"
"36","オフバランス取引・その他の投資リスク及び資産運用に関するコンサルティング","36A01,36B01,36D01"
"36","企業の資産（金融に関するものを除く。）の管理・運用に関するコンサルティング・診断・助言及び指導","36A01,36B01,36D01"
"36","企業資産の承継に関するコンサルティング・相談・助言・指導","36A01,36B01,36D01"
"36","金融・投資・資産ポートフォリオの管理に関する相談・助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","個人の経済的生活設計における既に保有する不動産・金融資産等の資産の運用に基づく新たな資産の形成に関する相談・助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","個人の経済的生活設計に係わる資産の運用・管理","36A01,36B01,36D01"
"36","個人の経済的生活設計に係わる資産の形成・運用・管理に関する診断・助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","個人の経済的生活設計に係わる資産管理及び運用に関する情報の提供","36A01,36B01,36D01"
"36","個人の経済的生活設計の策定に関わる資産の形成・運用・管理に関する相談・診断・助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","財産形成に関する助言","36A01,36B01,36D01"
"36","資産（金融に関するものを除く。）の管理・運用に関するコンサルティング・相談・助言・指導","36A01,36B01,36D01"
"36","資産の引き出しや取り崩しを含めた個人の経済的生活設計における資産の管理・運用に関する相談・助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","資産の運用・管理の受託・委託並びにこれらに関する情報の提供","36A01,36B01,36D01"
"36","資産の運用・管理並びにこれらに関する情報の提供","36A01,36B01,36D01"
"36","資産の運用に関する助言又は情報の提供","36A01,36B01,36D01"
"36","資産の運用に関する情報の提供","36A01,36B01,36D01"
"36","資産の管理・運用","36A01,36B01,36D01"
"36","資産の管理・運用に関する指導・助言及び情報の提供","36A01,36B01,36D01"
"36","資産の管理及び運用","36A01,36B01,36D01"
"36","資産の管理及び運用に関する助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","資産の管理計画に関する助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","資産の形成・管理・運用に関する指導・助言及び情報の提供","36A01,36B01,36D01"
"36","資産運用に関するコンサルティング","36A01,36B01,36D01"
"36","資産運用に関する助言・指導及び情報の提供","36A01,36B01,36D01"
"36","相続・贈与を踏まえた資産の管理・運用に関する助言及び指導並びに情報の提供","36A01,36B01,36D01"
"36","退職者のための資産の運用及び管理","36A01,36B01,36D01"
"36","電子的方法による個人の資産運用及び管理に関する情報の提供","36A01,36B01,36D01"
"36","投資に関する資産の管理","36A01,36B01,36D01"
"36","不動産投資に関する情報の提供","36A01,36B01,36D01"
"36","インターネット又は移動体電話による通信若しくはその他の通信手段を利用して行う企業の金融又は財務に関する情報の提供","36A01,36B01,36D01,36H01"
"36","コンピュータデータベースによって提供される金融又は財務に関する情報の提供","36A01,36B01,36D01,36H01"
"36","ベンチャーキャピタルの分野における金融又は財務に関する助言","36A01,36B01,36D01,36H01"
"36","企業の財務に関するコンサルティング・診断・助言及び指導","36A01,36B01,36D01,36H01"
"36","企業の財務に関する情報の提供","36A01,36B01,36D01,36H01"
"36","企業の財務に関する調査・分析","36A01,36B01,36D01,36H01"
"36","金融・財務に関する情報の提供","36A01,36B01,36D01,36H01"
"36","金融・財務情報の提供","36A01,36B01,36D01,36H01"
"36","金融・財務分析並びにこれらに関する情報の提供","36A01,36B01,36D01,36H01"
"36","金融又は財務・投資並びに土地・建物に関する資産の管理","36A01,36B01,36D01,36H01"
"36","金融又は財務に関するコンサルティング","36A01,36B01,36D01,36H01"
"36","金融又は財務に関するコンサルティング及び情報の提供","36A01,36B01,36D01,36H01"
"36","金融又は財務に関する助言・指導及び情報の提供","36A01,36B01,36D01,36H01"
"36","金融又は財務に関する情報の提供又は助言","36A01,36B01,36D01,36H01"
"36","金融又は財務に関する分析及び助言","36A01,36B01,36D01,36H01"
"36","財産の管理・運用・保全","36A01,36B01,36D01,36H01"
"36","財務に関する助言及び指導","36A01,36B01,36D01,36H01"
"36","財務に関する情報の提供","36A01,36B01,36D01,36H01"
"36","財務に関する相談","36A01,36B01,36D01,36H01"
"36","財務管理に関する情報の提供","36A01,36B01,36D01,36H01"
"36","財務管理並びにこれらに関する情報の提供","36A01,36B01,36D01,36H01"
"36","財務情報の提供","36A01,36B01,36D01,36H01"
"36","投資に関する市場リスクの分析・評価及び予測","36A01,36B01,36D01,36H01"
"36","投資計画の財務管理","36A01,36B01,36D01,36H01"
"36","株式市況・金融市況・外国為替市況・不動産市況・金融市場・不動産市場・金利・税金・財務に関する情報の提供","36A01,36B01,36D01,36H01,36J01"
"36","証券取引法に係る金地金の売買の媒介・取次ぎ及び代理並びに保管","36A01,36B02"
"36","プリぺイドカードの委託による発行","36A02"
"36","プリペイドカードの発行","36A02"
"36","プリペイドカードの発行（第三者発行型前払式証票の発行）","36A02"
"36","プリペイドカードの発行及びこれに関する情報の提供","36A02"
"36","ポイント機能付き電子プリペイドカードの発行","36A02"
"36","仮想空間内で商品の購入・役務の提供を受けるための前払い式電子仮想通貨の発行","36A02"
"36","商品券の発行及びこれに関する情報の提供","36A02"
"36","前払式支払い手段の発行","36A02"
"36","前払式支払手段の発行及びこれに関する情報の提供","36A02"
"36","前払式支払手段の発行並びにこれらに関する情報の提供","36A02"
"36","前払式証票の発行","36A02"
"36","前払式証票の発行に関する助言","36A02"
"36","前払式証票の発行に関する情報の提供","36A02"
"36","前払式証票の発行及びこれに関する情報の提供","36A02"
"36","前払式証票の発行及び清算","36A02"
"36","前払式電子仮想通貨の売買の仲介","36A02"
"36","前払式電子仮想通貨の発行","36A02"
"36","前払式電子仮想通貨の発行及び管理","36A02"
"36","電子式プリペイドカードの発行","36A02"
"36","インターネット・その他の販売手段による商品売買代金の回収代行","36A03"
"36","インターネットによる商品売買代金の回収代行","36A03"
"36","ガス料金・水道料金・電気料金・電話料金・放送受信料金・建物又は土地の賃貸料又は駐車場料金の徴収の代行","36A03"
"36","ガス料金又は電気料金その他の公共料金の徴収の代行","36A03"
"36","ガス料金又は電気料金その他の公共料金の徴収の代行及びこれらに関する情報の提供","36A03"
"36","ガス料金又は電気料金の徴収の代行及びこれに関する情報の提供","36A03"
"36","移動体電話機・電子計算機端末を通じて行われるインターネット上での商品の売買に関する代金の回収代行","36A03"
"36","家賃・管理費・その他の集金の代行","36A03"
"36","家賃・管理費の集金の代行","36A03"
"36","家賃の徴収の代行","36A03"
"36","商品の販売又は役務の提供に関する料金の徴収の代行及びこれらに関する情報の提供","36A03"
"36","商品代金の徴収の代行に関する情報の提供","36A03"
"36","商品代金の徴収の代行及びこれに関する情報の提供","36A03"
"36","商品代金の徴収の代行並びにこれらに関する情報の提供","36A03"
"36","商品代金又は役務提供代金の徴収の代行","36A03"
"36","商品又は役務の代金の徴収代行","36A03"
"36","情報提供料の請求及び代金の回収に関する代行","36A03"
"36","水道料金・ガス料金・電気料金・電話料金又は放送受信料金の徴収の代行","36A03"
"36","通信料金の請求及び代金の回収に関する代行","36A03"
"36","電気料金の徴収の代行に関する情報の提供","36A03"
"36","電子商取引における代金回収の代行","36A03"
"36","電話料金・水道料金・ガス料金・電気料金・家賃・管理費・駐車場代・保険料・売上代金・割賦代金・住宅ローン・その他の料金の徴収代行","36A03"
"36","不動産賃料の徴収の代行","36A03"
"36","役務支払金の徴収の代行","36A03"
"36","役務支払金の徴収の代行及びこれに関する情報の提供","36A03"
"36","ゴルフ会員権・リゾートクラブ会員権の売買の媒介・取次ぎ及び代理","36B01"
"36","ゴルフ会員権契約の代理又は媒介並びにこれらに関する情報の提供","36B01"
"36","ゴルフ会員権情報の提供","36B01"
"36","ベンチャーキャピタルファンド・プライベートエクイティファンド及び投資ファンドの分野における投資","36B01"
"36","リゾートクラブ会員権・ゴルフ会員権の売買の媒介又は取次ぎ及びこれらに関する情報の提供","36B01"
"36","外国市場証券先物取引及びこれに関する情報の提供","36B01"
"36","外国市場証券先物取引並びにこれらに関する情報の提供","36B01"
"36","外国有価証券市場における国債証券等及び外国国債証券に係る有価証券先物取引・有価証券指数等先物取引・有価証券オプション取引の委託の媒介・取次ぎ又は代理","36B01"
"36","外国有価証券市場における有価証券の売買取引及び外国市場証券先物取引の委託の媒介・取次ぎ又は代理及びこれらに関する情報の提供","36B01"
"36","外国有価証券市場における有価証券の売買取引及び外国市場証券先物取引の委託の媒介・取次ぎ又は代理並びにこれらに関する情報の提供","36B01"
"36","株式の取引並びにこれらに関する情報の提供","36B01"
"36","株式の売買の媒介・取次ぎ又は代理並びにこれらに関する情報の提供","36B01"
"36","株式再発行手続の事務代行","36B01"
"36","株式市況に関する調査研究並びにこれらに関する情報の提供","36B01"
"36","株式事務の取次ぎ","36B01"
"36","株式事務の処理の代行並びにこれらに関する情報の提供","36B01"
"36","株式取引情報のコンピュータによる分析並びにこれらに関する情報の提供","36B01"
"36","株式上場に関する手続の代理・管理並びにこれらに関するコンサルティング及び情報の提供","36B01"
"36","株式投資","36B01"
